"Tail_Number","NumberOfFlights","Average_Departure_Delay"
"""N311SY""","127","24.078740157480315"
"""N413AN""","92","24.065217391304348"
"""N548CA""","116","24.051724137931036"
"""N358FR""","128","24.0390625"
"""N140DU""","87","24.03448275862069"
"""N965JT""","94","24.03191489361702"
"""N371CA""","74","24.027027027027028"
"""N988NN""","98","24.020408163265305"
"""N8701Q""","137","24.014598540145986"
"""N971UY""","107","24.009345794392523"
"""N998JE""","73","23.986301369863014"
"""N29717""","68","23.955882352941178"
"""N560WN""","80","23.95"
"""N933XJ""","118","23.940677966101696"
"""N176UW""","71","23.929577464788732"
"""N407AN""","68","23.926470588235293"
"""N662NK""","108","23.90740740740741"
"""N26906""","9","23.88888888888889"
"""N3757D""","93","23.881720430107528"
"""N833AW""","118","23.872881355932204"
"""N748UW""","118","23.847457627118644"
"""N12163""","124","23.81451612903226"
"""N637VA""","21","23.761904761904763"
"""N538GJ""","91","23.75824175824176"
"""N821NW""","4","23.75"
"""N616NK""","110","23.745454545454546"
"""N915NN""","101","23.742574257425744"
"""N236JB""","147","23.73469387755102"
"""N386FR""","130","23.715384615384615"
"""N820AL""","21","23.714285714285715"
"""N17753""","90","23.7"
"""N8661A""","53","23.69811320754717"
"""N880BJ""","23","23.695652173913043"
"""N876AS""","105","23.695238095238096"
"""N679DA""","93","23.677419354838708"
"""N923JB""","76","23.67105263157895"
"""N938WN""","162","23.666666666666668"
"""N915AK""","61","23.65573770491803"
"""N14118""","52","23.634615384615383"
"""N606SK""","104","23.634615384615383"
"""295NV""","64","23.609375"
"""N353FR""","105","23.552380952380954"
"""271NV""","46","23.543478260869566"
"""N85356""","70","23.542857142857144"
"""N918XJ""","97","23.536082474226806"
"""N909AE""","115","23.530434782608694"
"""N414DZ""","17","23.529411764705884"
"""N703TW""","62","23.516129032258064"
"""N878UA""","49","23.510204081632654"
"""N516DN""","2","23.5"
"""N935NN""","30","23.5"
"""N605UX""","99","23.484848484848484"
"""N135DQ""","114","23.473684210526315"
"""N241SY""","117","23.47008547008547"
"""N296PQ""","106","23.443396226415093"
"""N892NN""","103","23.436893203883496"
"""N12225""","83","23.42168674698795"
"""N601UX""","104","23.41346153846154"
"""N455AN""","91","23.395604395604394"
"""N620UX""","82","23.365853658536587"
"""N641JB""","74","23.364864864864863"
"""N950AN""","53","23.358490566037737"
"""N674NK""","112","23.357142857142858"
"""N179JB""","149","23.355704697986578"
"""N8707P""","118","23.347457627118644"
"""N182UW""","90","23.333333333333332"
"""N281JB""","139","23.323741007194243"
"""N959JB""","104","23.298076923076923"
"""285NV""","54","23.296296296296298"
"""N541GJ""","104","23.28846153846154"
"""N363NB""","110","23.28181818181818"
"""N629VA""","30","23.266666666666666"
"""N925UY""","133","23.263157894736842"
"""N89308""","90","23.255555555555556"
"""N874AS""","101","23.247524752475247"
"""N37255""","109","23.238532110091743"
"""N8712L""","59","23.23728813559322"
"""N703JB""","82","23.23170731707317"
"""N983SW""","109","23.229357798165136"
"""N540UW""","107","23.214953271028037"
"""N873BB""","14","23.214285714285715"
"""N37528""","77","23.207792207792206"
"""N655JB""","68","23.16176470588235"
"""N359NW""","131","23.15267175572519"
"""N768US""","64","23.140625"
"""N611NK""","115","23.104347826086958"
"""N660NK""","110","23.072727272727274"
"""N780UA""","67","23.059701492537314"
"""N958NN""","87","23.03448275862069"
"""N826SK""","89","23.03370786516854"
"""N446AW""","127","23.031496062992126"
"""N14173""","101","23.02970297029703"
"""N86324""","78","23.025641025641026"
"""N8031M""","76","23.013157894736842"
"""N513DA""","81","23.012345679012345"
"""N318SF""","58","23.0"
"""N406DX""","8","23.0"
"""N830MH""","4","23.0"
"""N78002""","2","23.0"
"""192NV""","38","23.0"
"""N568JB""","72","22.98611111111111"
"""N160AN""","88","22.977272727272727"
"""N681NK""","115","22.973913043478262"
"""N393HA""","31","22.967741935483872"
"""N39463""","71","22.929577464788732"
"""N210FR""","120","22.925"
"""N27270""","117","22.88034188034188"
"""N410UA""","43","22.86046511627907"
"""N714FR""","106","22.858490566037737"
"""N154SY""","111","22.846846846846848"
"""N953LR""","83","22.83132530120482"
"""N8720L""","121","22.826446280991735"
"""N152SY""","115","22.808695652173913"
"""N11189""","61","22.78688524590164"
"""N930NK""","63","22.761904761904763"
"""N975JT""","12","22.75"
"""N498WN""","162","22.74074074074074"
"""N433AW""","119","22.73949579831933"
"""N793SK""","93","22.731182795698924"
"""254NV""","77","22.727272727272727"
"""N448AW""","128","22.7265625"
"""N653AW""","142","22.718309859154928"
"""N503JB""","35","22.714285714285715"
"""N504JB""","78","22.705128205128204"
"""N3766""","88","22.704545454545453"
"""N114SY""","124","22.693548387096776"
"""N6715C""","97","22.670103092783506"
"""N801NW""","6","22.666666666666668"
"""N155NN""","65","22.661538461538463"
"""N350NA""","126","22.658730158730158"
"""N770UW""","140","22.65714285714286"
"""N367DN""","117","22.641025641025642"
"""N3008J""","114","22.614035087719298"
"""N180US""","90","22.61111111111111"
"""N425LV""","173","22.606936416184972"
"""N396FR""","128","22.59375"
"""N970UY""","86","22.593023255813954"
"""N925NK""","119","22.58823529411765"
"""N76504""","100","22.58"
"""N1810U""","145","22.579310344827586"
"""N325PQ""","121","22.570247933884296"
"""N34131""","50","22.54"
"""N37253""","64","22.53125"
"""N770SK""","99","22.525252525252526"
"""N903JB""","72","22.48611111111111"
"""N673AW""","124","22.443548387096776"
"""N375DN""","123","22.43089430894309"
"""N3754A""","108","22.425925925925927"
"""N179DN""","54","22.37037037037037"
"""249NV""","75","22.36"
"""N27200""","78","22.346153846153847"
"""N663NK""","76","22.342105263157894"
"""N588NW""","112","22.339285714285715"
"""N12005""","18","22.333333333333332"
"""N950JT""","77","22.324675324675326"
"""N745VJ""","107","22.317757009345794"
"""N373HA""","51","22.313725490196077"
"""N908NK""","58","22.310344827586206"
"""N33182""","55","22.30909090909091"
"""N924EV""","110","22.30909090909091"
"""N889UA""","39","22.307692307692307"
"""N397DN""","118","22.305084745762713"
"""N745SK""","40","22.3"
"""N808UA""","101","22.297029702970296"
"""N61882""","82","22.28048780487805"
"""N315SD""","56","22.267857142857142"
"""N421LV""","148","22.22972972972973"
"""N796SK""","94","22.22340425531915"
"""N528NK""","104","22.201923076923077"
"""N659JB""","75","22.2"
"""N324NB""","108","22.185185185185187"
"""N329MS""","88","22.181818181818183"
"""N522NK""","140","22.17142857142857"
"""N669NK""","135","22.17037037037037"
"""N117DX""","116","22.155172413793103"
"""N17245""","103","22.145631067961165"
"""N377DA""","76","22.144736842105264"
"""217NV""","93","22.13978494623656"
"""N469UA""","97","22.1340206185567"
"""N6712B""","100","22.13"
"""N187DN""","57","22.105263157894736"
"""N2737U""","20","22.1"
"""N13720""","20","22.1"
"""232NV""","70","22.085714285714285"
"""N912WN""","141","22.085106382978722"
"""N8780Q""","126","22.07936507936508"
"""N108DQ""","110","22.072727272727274"
"""N921VA""","56","22.053571428571427"
"""284NV""","69","22.043478260869566"
"""N625CA""","86","22.03488372093023"
"""N228PQ""","102","22.00980392156863"
"""N107SY""","123","22.0"
"""N346FR""","126","22.0"
"""N78511""","83","22.0"
"""N8842L""","1","22.0"
"""N78013""","10","22.0"
"""N643JB""","76","22.0"
"""N213FR""","94","21.98936170212766"
"""N843UA""","112","21.973214285714285"
"""N27519""","93","21.967741935483872"
"""N21154""","121","21.96694214876033"
"""N673DL""","84","21.964285714285715"
"""N388FR""","122","21.934426229508198"
"""N419DX""","15","21.933333333333334"
"""N896UA""","97","21.927835051546392"
"""N905JB""","90","21.92222222222222"
"""N33714""","81","21.91358024691358"
"""N946LR""","127","21.905511811023622"
"""N390DA""","84","21.904761904761905"
"""N821AW""","139","21.892086330935253"
"""N322FR""","100","21.89"
"""N871AY""","9","21.88888888888889"
"""N232FR""","108","21.86111111111111"
"""N663JB""","60","21.85"
"""N362NW""","123","21.829268292682926"
"""N7882B""","134","21.813432835820894"
"""N928VA""","48","21.8125"
"""N14125""","93","21.806451612903224"
"""N906AA""","81","21.80246913580247"
"""N404UA""","43","21.790697674418606"
"""N3768""","113","21.76991150442478"
"""N625AE""","122","21.762295081967213"
"""N687DL""","103","21.75728155339806"
"""N24974""","4","21.75"
"""N939NK""","102","21.745098039215687"
"""N922US""","94","21.74468085106383"
"""N758US""","123","21.73170731707317"
"""N37273""","73","21.726027397260275"
"""N781UA""","90","21.68888888888889"
"""N197PQ""","144","21.6875"
"""N491PX""","99","21.68686868686869"
"""N656NK""","124","21.669354838709676"
"""N613CZ""","112","21.660714285714285"
"""N956SW""","73","21.65753424657534"
"""N85354""","66","21.651515151515152"
"""N261SY""","119","21.6218487394958"
"""N608UX""","103","21.62135922330097"
"""N368FR""","136","21.595588235294116"
"""N236FR""","128","21.59375"
"""N406AN""","84","21.583333333333332"
"""241NV""","86","21.58139534883721"
"""N544GJ""","112","21.571428571428573"
"""N537EA""","92","21.554347826086957"
"""N104DN""","116","21.53448275862069"
"""N474WN""","148","21.533783783783782"
"""N726SK""","85","21.529411764705884"
"""N990AU""","87","21.528735632183906"
"""N78285""","88","21.522727272727273"
"""N25201""","84","21.511904761904763"
"""N685AE""","150","21.486666666666668"
"""N623NK""","118","21.483050847457626"
"""N569JB""","55","21.472727272727273"
"""N27273""","84","21.464285714285715"
"""N338FR""","130","21.43846153846154"
"""N562AS""","80","21.4375"
"""N11176""","122","21.434426229508198"
"""N708EV""","77","21.428571428571427"
"""N765US""","123","21.40650406504065"
"""N455UA""","79","21.40506329113924"
"""N946NK""","84","21.404761904761905"
"""N8794Q""","142","21.380281690140844"
"""N321RL""","45","21.377777777777776"
"""N847UA""","108","21.37037037037037"
"""N103DY""","121","21.355371900826448"
"""N85320""","102","21.352941176470587"
"""N919EV""","60","21.333333333333332"
"""N9022G""","93","21.333333333333332"
"""N587AS""","87","21.333333333333332"
"""N37536""","92","21.32608695652174"
"""N341SV""","59","21.322033898305083"
"""N332FR""","118","21.296610169491526"
"""N969NN""","81","21.271604938271604"
"""N444UA""","95","21.263157894736842"
"""N957WN""","16","21.25"
"""288NV""","76","21.236842105263158"
"""N693BR""","95","21.231578947368423"
"""N346DN""","74","21.22972972972973"
"""N458UA""","92","21.22826086956522"
"""N75853""","76","21.210526315789473"
"""292NV""","72","21.208333333333332"
"""N428AA""","89","21.202247191011235"
"""N910SW""","135","21.177777777777777"
"""N379DA""","89","21.15730337078652"
"""N8651A""","162","21.12962962962963"
"""N622UX""","85","21.129411764705882"
"""N807UA""","110","21.10909090909091"
"""N976NN""","92","21.108695652173914"
"""N76532""","75","21.106666666666666"
"""N352NB""","104","21.10576923076923"
"""N37293""","102","21.098039215686274"
"""N709JB""","67","21.074626865671643"
"""N325DN""","103","21.067961165048544"
"""N200SY""","135","21.066666666666666"
"""N709UW""","107","21.05607476635514"
"""N503NK""","134","21.05223880597015"
"""N3773D""","114","21.04385964912281"
"""N643AE""","144","21.020833333333332"
"""N78001""","7","21.0"
"""N3759""","85","21.0"
"""N829MH""","4","21.0"
"""N652JB""","84","20.988095238095237"
"""N947NK""","120","20.983333333333334"
"""N76269""","100","20.98"
"""N955WN""","115","20.973913043478262"
"""N807NN""","104","20.971153846153847"
"""N73275""","99","20.96969696969697"
"""N512DE""","65","20.96923076923077"
"""N841AN""","26","20.96153846153846"
"""N639AE""","157","20.94267515923567"
"""N884UA""","113","20.92920353982301"
"""N4901U""","40","20.925"
"""N504DZ""","87","20.919540229885058"
"""N69840""","89","20.910112359550563"
"""N928DU""","98","20.908163265306122"
"""N766JB""","98","20.908163265306122"
"""N431AN""","81","20.901234567901234"
"""N754UW""","121","20.90082644628099"
"""N584NW""","110","20.9"
"""N11199""","133","20.887218045112782"
"""N398DN""","113","20.884955752212388"
"""N37508""","91","20.87912087912088"
"""N188US""","98","20.867346938775512"
"""N38454""","83","20.843373493975903"
"""N708SK""","69","20.840579710144926"
"""N537JT""","82","20.817073170731707"
"""N325US""","106","20.80188679245283"
"""N78506""","63","20.793650793650794"
"""N964NK""","129","20.782945736434108"
"""N472WN""","160","20.7625"
"""N133AN""","97","20.75257731958763"
"""N657JB""","74","20.743243243243242"
"""N365FR""","110","20.736363636363638"
"""N258SY""","69","20.71014492753623"
"""N944NK""","109","20.706422018348626"
"""N12754""","64","20.703125"
"""N412UA""","64","20.6875"
"""N130AN""","83","20.686746987951807"
"""N703SK""","67","20.65671641791045"
"""N640JB""","69","20.652173913043477"
"""N214UA""","69","20.652173913043477"
"""N360DN""","115","20.62608695652174"
"""N559JB""","81","20.604938271604937"
"""N937JB""","81","20.604938271604937"
"""N167US""","99","20.595959595959595"
"""N919US""","99","20.585858585858585"
"""N514AS""","72","20.583333333333332"
"""N272PQ""","144","20.583333333333332"
"""N387FR""","127","20.58267716535433"
"""N462UA""","74","20.58108108108108"
"""N638NK""","106","20.57547169811321"
"""N12114""","67","20.55223880597015"
"""N424AW""","148","20.5472972972973"
"""N35271""","112","20.544642857142858"
"""N440AN""","91","20.53846153846154"
"""N985AT""","155","20.53548387096774"
"""N929AA""","17","20.529411764705884"
"""N950NK""","115","20.52173913043478"
"""N764US""","129","20.511627906976745"
"""N833AY""","131","20.51145038167939"
"""N763JB""","71","20.507042253521128"
"""N377NW""","122","20.5"
"""N934WN""","162","20.5"
"""N374FR""","115","20.495652173913044"
"""N923NK""","88","20.488636363636363"
"""N8600F""","146","20.45205479452055"
"""N647UA""","20","20.45"
"""N606UX""","89","20.44943820224719"
"""N588JB""","68","20.441176470588236"
"""N366FR""","132","20.439393939393938"
"""N69888""","81","20.432098765432098"
"""N435UA""","95","20.410526315789475"
"""N47282""","118","20.39830508474576"
"""N893AT""","86","20.3953488372093"
"""N19136""","70","20.385714285714286"
"""N37277""","74","20.37837837837838"
"""N836NN""","81","20.37037037037037"
"""N787SK""","102","20.362745098039216"
"""N389DN""","119","20.361344537815125"
"""299NV""","67","20.35820895522388"
"""N77544""","105","20.35238095238095"
"""N416UA""","86","20.348837209302324"
"""N632NK""","122","20.34426229508197"
"""199NV""","67","20.34328358208955"
"""N743SK""","91","20.32967032967033"
"""N659NK""","113","20.31858407079646"
"""N122SY""","101","20.306930693069308"
"""N112US""","108","20.305555555555557"
"""N835MH""","10","20.3"
"""N178US""","114","20.29824561403509"
"""N898DN""","64","20.296875"
"""N37474""","82","20.29268292682927"
"""N2142J""","24","20.291666666666668"
"""N136SY""","119","20.285714285714285"
"""N531NK""","98","20.285714285714285"
"""N893NN""","63","20.285714285714285"
"""N14235""","113","20.27433628318584"
"""N705TW""","70","20.271428571428572"
"""N3023J""","99","20.262626262626263"
"""N784UA""","23","20.26086956521739"
"""N746SW""","147","20.25170068027211"
"""N687NK""","111","20.243243243243242"
"""N612JB""","70","20.242857142857144"
"""N603UX""","117","20.23931623931624"
"""N26226""","93","20.225806451612904"
"""N821DX""","148","20.20945945945946"
"""N525NK""","100","20.19"
"""N935NK""","79","20.189873417721518"
"""N603NK""","123","20.1869918699187"
"""N680NK""","99","20.171717171717173"
"""N996JL""","103","20.16504854368932"
"""N517AE""","127","20.15748031496063"
"""N612QX""","77","20.155844155844157"
"""N304FR""","129","20.155038759689923"
"""N106NN""","67","20.149253731343283"
"""N982JB""","7","20.142857142857142"
"""N8839Q""","7","20.142857142857142"
"""N585NW""","102","20.127450980392158"
"""N904NN""","95","20.126315789473683"
"""N34222""","98","20.122448979591837"
"""N352PS""","98","20.122448979591837"
"""N912NN""","84","20.107142857142858"
"""N831SK""","110","20.1"
"""N77865""","81","20.098765432098766"
"""234NV""","82","20.097560975609756"
"""N956NK""","126","20.095238095238095"
"""N561UW""","105","20.095238095238095"
"""N876UA""","98","20.071428571428573"
"""N526DE""","53","20.056603773584907"
"""N974UY""","105","20.038095238095238"
"""N772XF""","125","20.032"
"""N961AN""","94","20.03191489361702"
"""N14230""","82","20.01219512195122"
"""N949JT""","93","20.010752688172044"
"""N782AN""","2","20.0"
"""N675UA""","2","20.0"
"""N17262""","83","19.97590361445783"
"""N297SY""","123","19.975609756097562"
"""N587NW""","109","19.972477064220183"
"""N954AN""","90","19.955555555555556"
"""N353DN""","121","19.94214876033058"
"""N607JB""","86","19.941860465116278"
"""N306SP""","58","19.913793103448278"
"""N865NN""","40","19.9"
"""N641NK""","75","19.893333333333334"
"""N322DN""","112","19.857142857142858"
"""N8606C""","166","19.849397590361445"
"""N246NN""","124","19.822580645161292"
"""N7740A""","153","19.80392156862745"
"""N24979""","5","19.8"
"""N324SY""","58","19.79310344827586"
"""N855VA""","24","19.791666666666668"
"""N962SW""","35","19.771428571428572"
"""N351NW""","104","19.76923076923077"
"""N103DU""","114","19.763157894736842"
"""N511GJ""","126","19.761904761904763"
